id,name,checksum
4475,eyetoy support,8c7e755e-2615-3762-dae3-7972dbf7a177
4544,unlockables,b8729bab-7a28-e08c-3f5b-cb0a27374829
660,run and gun,49094a18-1066-fa64-c33c-feaf5b783ab3
37837,kasumi,c4df5288-5d2b-c125-fe15-d35bbcb84206
10971,spyro,ff321afd-6380-74c0-8a08-36a890d18501
44232,choices,e8bf3697-422f-6c59-a3cd-0f2da7b48040
38032,global warming,5accdd52-43f4-48e7-2c3d-68f865d2ed68
23115,crowdfunding - modian,cfe32744-3add-5521-c4c5-db2764ca0366
8156,contextual controller rumble,1f570288-0c1b-0c33-248d-4a64606e7cc2
38161,337,a72046ed-4f4c-ef78-216c-de73798e5d98
42236,merlin,c9b1c372-3ca0-97d4-1fc0-76aea7a1906c
44743,ai-generated sound effects,e8b1c6fd-966b-9587-6ffe-8dc0173a188a
4615,profanity,53801f5b-f49b-697b-7988-016fe0766023
3116,tag,aa0a60cd-bab3-22a9-e673-3deb969d7d02
2706,persia,258177b6-c45e-5861-2fcd-4c739b493732
1567,japan,310c4fa8-e762-ad38-3d28-ee7852b25906
3079,8-bit,bacb89ea-4dbb-c0a9-7826-c992c584da04
38697,monster train,c37682b6-febf-0955-ea76-b5ed27725a42
4074,battle,17820bb9-e630-bbe2-f0de-5f77b2b7b078
38165,prelude,83b6a103-343c-cc59-6d23-4134258afafc
38698,hearthstone,0018a4a3-f0ab-137c-efde-ed2ad2fb8836
38701,cottagecore,d9da81fd-b97e-e73f-d92e-1874b40e4387
37842,udraw gametablet,74154fdd-d4ce-c95b-5d31-6c73fe0e2340
37843,udraw gametablet - wii,f10098bb-8b62-a4a2-2199-77ed37677d9c
37840,nhl rom hack,adf17d60-c03f-b551-a531-52f131754d97
10089,geoscape,a279cb1a-646f-f78f-ab84-93cd4e2be6f8
38703,idler,573fa38e-5cec-e8db-afef-0901743a9811
1289,backtracking,708c77b4-5afa-a023-8b69-e48c268efb65
11214,yoga,f0aa224f-db8a-3811-78cd-c00eda99cfaf
13941,interactive achievement awards 2009,e20e40a4-fd42-e0a9-c382-320b5c7c2ac4
12119,outside of time and space,dadcdabb-de6a-36db-512e-15633f55c63a
37844,udraw gametablet required,84a82585-e4d8-6e06-ac0a-741b5c5b931d
5860,british grand prix,a4cbc4a8-5bb4-f813-4248-96b0f0a53649
12868,stanley cup,f430eb64-30f2-a770-0a3d-d2bc24d522e7
38919,dadaism,8bad2a91-a2ed-c83c-c4c9-443ca5856e66
925,bruce lee,3e6d5e39-1b59-41a8-bb14-66d7b40f7ef0
41975,loki,52e52020-4909-c3f8-7745-f44d839439e9
7334,detective mode,10e80a25-480a-32ad-c359-8b7de838a767
41976,odin,349889bc-3857-3331-f97e-c7fe09346d28
45451,c128 enhanced,52b5ad1d-1bd1-8a90-cae1-df2e5f3f43a7
9343,extinction,52a3f0c7-11c2-39b0-bf0d-50a615053e67
7355,anti-villain,42d020c0-269c-ed72-c365-338cffda6b44
5533,no hud,7fec61a1-b2be-64c7-82c5-ad6168678ee3
8356,clefable,dbfb15f9-5e22-b09d-e7c1-7d38a8736d7e
14574,symbology,f12df1ce-135e-68df-8f37-3339c417899b
1512,playstation 2,63eca1ec-b0a8-494e-97e0-a6ab7f2442e8
9360,ranked match,92f235d5-81ca-5a5b-a938-618f4e637434
1958,15th century,3369a3fb-02b8-f049-be48-32c0c4ceaad5
7530,phoenix,5cc716e9-c9b0-04ad-e979-079e39d5d370
11538,cinematic jump,cfacac33-04b8-6ae3-092c-94d65a2ab325
2544,italy,3aabc89e-7c3a-6e10-b340-62465554430b
5560,multiplayer scoreboard,e757ffc9-9cb0-5a02-69db-2eca9b356f25
2620,google cardboard,d3e2b346-fa53-22e2-d59d-6976abc28084
5639,invisible wall,80c5b503-7b75-5395-1f76-c7fc8cc68613
38696,slay the spire,fd7198ff-8e32-e1c2-c773-18c5be08fbdc
4787,treasure chest,79277f81-f343-0e8a-ceda-97609fc5bf58
37889,the flintstones,a04d216f-8c53-3e5b-5924-30a17d0aace7
1952,pixels,a8fb16eb-1efb-0a93-ddad-4becb8b4bec2
5963,plot twist,474f72fd-8282-31a7-8d91-7dc6f3fe0763
38055,kaizo,53a52907-b1fb-f894-0f7c-9a333efd2483
42105,shield,98a7f274-658e-eed5-edf3-1ad3563a2664
38164,prologue,83adb87c-1f39-f52a-d8d6-d11f92c24402
4578,motion blur,9cb3cb29-8ffc-1f98-237d-f3a52a851cd0
29622,playable character - luigi,aeeef692-c9f6-79f9-87c8-420c65aa2a4d
45850,amiga ocs,d129f505-40f0-eb73-1bf0-78d80cc3bb48
37961,hotline-miami,689bad16-3bd1-ad46-5c38-dd9001521427
5633,xbox one backwards compatibility,8fb6d375-b8ca-9f50-f577-2ae58c0e455d
2730,3v3,951ff9f6-bcbc-6c68-76b1-c6d37d2d2918
42106,irish,8a19bb7f-0c3d-0227-712b-251895e88fa3
5671,hotkey,bb9fbc11-62d1-1315-3c3f-7d4e07ef2687
5377,robbery,12e169fa-1d3e-7513-0e79-38ccb42428b7
38705,a nightmare on elm street,866aebd8-8e4d-c1ba-1071-78fa200b18d2
32395,ukraine,1821588f-c98f-4af5-788c-7aea84bad4e7
41977,jotun,db2df940-cb41-f52b-b3da-72b35909c5b4
37841,unofficial update,576cd020-5229-0ca1-ffb3-8452acc4c0c9
4680,homage box art,ff909412-05ab-1dc8-2e6d-fce9c1be6626
38706,candyman,83be5e58-3842-f843-24fd-a9d1293e1fcf
38707,jason voorhees,81adc4ee-e0a9-b1f2-4efb-af37da2582be
38708,michael myers,3426b16d-4fa3-1fbc-ffd2-96211ebbc44b
2793,base defense,a3950db4-5d89-0c44-0497-347647e4927c
38710,mice,aeb519b3-3404-fe33-3505-9f74a4b411f6
41980,hiking,71fcfca4-29f5-677d-2d04-33ddf583af43
38704,friday the 13th,adb0f876-7b46-a654-528b-3f621b3ff10f
38709,freddy krueger,3635ab2b-db6d-335c-cbd4-8cb8025d95af
7117,interrogation,d6c400b7-ea87-0ba1-f677-1c61915803ae
43816,ai-generated music,4d25e854-969f-9f70-9572-7ae78fd84567
12268,disc golf,7c490031-e226-81f3-7863-4177ac5f68ac
40223,fan translation - french,adf34d62-d331-d666-c4d3-46456c6b80cf
7224,play coin support,18657960-6f3a-8fd5-fdfc-6a6d47a46372
12242,interactive battle system,758e9a87-6b6e-bacd-8a78-742e62632611
42066,sushi,6bc0e075-d82c-f523-5a9c-7d734c0ee5e7
6214,day one patch,38d0edf3-ff58-a00a-a5a2-5047b2470f72
43846,dirt,e61aea32-3156-1eef-1a94-345780d4e5f4
38355,3539,817e21eb-0b56-46af-43f5-e0d0e5d7fc0b
38711,puns,ee64ca1f-63fd-7271-177d-821a848da0d9
4477,cameo appearance,d843a61a-fd7d-d432-fac3-9aee62a58c1b
6736,burning,16d103a2-e518-a5c7-0536-636fb0434158
6457,environmental kill,1ffd5046-3956-7d08-9227-c91d6b85812d
7739,seadra,a10b3372-f5dd-5423-634b-2b3a101cfc42
12462,e3 2010,df013c24-125a-b569-ef80-d31b83fbd110
7464,off-road racing,972c3fa5-fdc7-8be5-afad-aecc93cbaaad
13465,e3 1995,4c9208c7-da74-bb38-d8ca-8564b2754bcf
7540,archangel,d02bdcc7-e095-0043-7252-bcaa8c20d4ed
24576,energetic heroine,c3646478-8886-1187-9dca-30c93d00eb7b
18595,pac-man,0ade307f-9ba3-1625-321f-17645c27e287
6863,guided by radio,19f2921e-f4a0-1cb2-4e58-cca517ec261d
37896,contract,d408dc5c-d41a-1589-f3f0-bfef8e3be294
997,based on - tv show,e727fe99-0121-4a81-9a02-c89be03f6688
6048,one-handed gameplay,d230003c-4669-93d2-34fe-34e9df516584
6184,donut block,32a8631d-d740-7a89-407a-994017665326
4192,robot dog,9837c873-b373-9f17-23af-c2fd42676e06
38197,knowledge,85e5fc07-0782-1610-3bf6-d1e210bde53b
40222,elementary school,a5781a4f-7df7-7e21-6c50-57b976181c5e
42238,thailand,d37f0987-f365-6ded-09df-fd6bca6ea4bf
43658,randnet,81e9f385-cd50-8c28-4bc1-6fd20f4a02ea
38360,winnie the pooh,abd48a2a-0bd7-6d07-b4bc-b4972a865f3b
37852,reverse engineering,10919dd8-f0df-421c-23d6-35da66070edd
7742,rhyhorn,4a0895a0-af4c-78d4-8ed2-33aec81cfb44
5114,in-game achievements,1bfe0c7a-571b-ab08-3ebd-4d0f03df6c08
1373,hostages,034b214a-75d4-6fe2-d263-e4571890bc8f
37853,mit license,68534774-23bc-01ed-e194-9a52148f4e72
43785,prototype,02420de8-1c66-a5bf-707b-67ee48711be8
37855,bocchi the rock,882a697e-afab-dd47-4f0b-6cc251f30122
5458,daily content,5148ce49-8397-f82b-0086-a0a6a678ba3b
11396,re-numbered franchise,d1f766d7-a18f-31fa-feba-add283087c17
6671,portal,35db38aa-3c51-bc87-dcdc-9b42ecc6e0aa
477,metroidvania,ddd62e2b-a081-de73-16c0-3f34d8f604f9
38713,major league baseball,ca3f7d21-0cc1-c92c-9f2f-4f776d3b7bb7
39740,elon musk,b118aa07-db06-1a71-03ae-4bd6fa702ca9
4861,sabotage,11b2dac5-7f0a-8b36-3802-7418c1381718
23130,j2me,90bfd376-4696-ebc6-b7f3-3e458899e252
4933,wii nunchuk support on wii u,e9894bf2-24f5-aa50-089d-29f38501a141
9536,demolition derby,8a793daa-4464-0e6c-4a83-95df32e16b9c
37908,challenge mod,2feabd4d-7627-5fe3-eb32-1498748836d1
915,trains,c96abfc4-0eb1-2782-e5e9-e26fabb3bc55
12311,spike video game awards 2011,a7b404c1-bd16-1224-ba9d-e0633a7c8104
38935,cidades habitaveis,1a4396e4-68fb-9180-52ba-e93b5cf95a33
38936,gmtk game jam 2019,19c748e0-b40f-1055-589f-8e25d6d82b95
42067,radar,2dc8ee28-8be2-9f79-ff5f-b4f1f799f5f2
1212,psychic abilities,3f92b983-2548-f3a1-db01-a7c2a77e16e7
42108,logistics,55c92d65-f5e3-8792-227e-5c24c8ec3cab
9691,combo breaker,cc2a5e3d-36eb-7569-3bc1-a63080316390
38356,microphone use,d7a4346d-a91b-5720-164b-d0c79f9e91be
41380,sharp mz-700,7346a45f-2aa8-bfe8-74be-530b039e8763
38716,season summer,6a39d385-1bdc-3e2a-485a-b41f1880b799
5389,based on - tabletop rpg,738c263a-581d-6367-764a-2a89304d9641
23406,american history,7535b889-9a11-9868-05a7-d1d0beebbecc
7417,indie royale,452e6c40-db95-db13-65e8-f9e82abb0ad7
23428,promotional tie in,be4f7591-0405-91c9-d984-bc0a15efc54c
38712,greed,af0eabba-aa5a-6856-0273-a87deddba01b
2820,spider solitaire,94c65dcd-8765-21de-a967-a0a7c88b4e4a
5844,western games based on japanese ips,8365fcde-28ab-7981-b3f3-475079b003cd
8849,nobilitease,e0081c3f-1ac2-6a73-3de2-bb5518eff66f
37851,decompilation,94f5bcde-a661-bdb9-3f84-afd75caed702
9853,professional gaming,0fd008f5-1c4e-e1dc-806a-eb4363bd1389
5865,japanese grand prix,67837522-5793-1605-e22a-6fff1e807670
37907,2d mario,e82a77ae-0838-28ea-4a02-c7d614ff1759
38934,geleiabilidade,3c2b9759-27df-bca8-cc64-c45cc119e22f
5123,profanity in the title,ea335f9e-462c-e98e-4b6d-bf6cfc8df94a
23125,rayman,497398e7-5c68-aa5c-82ae-cb757c8db666
42127,research facility,56a0d018-a3ba-00a5-ab5e-46baad85d775
38205,sponsored by a magazine,0538cc93-63f1-5dd2-478d-c9a0aa1ab8fd
31242,gamecube - game boy advance link cable,1bc54de0-5989-3bbb-2186-2fa8dc20eff2
31253,foddian,859ccfa1-358a-09c2-95e0-2b3f1157cd96
45408,legendz,1670f75e-e9e0-e5cd-efc9-f736ab01a3b3
45452,ega graphics,e00653a8-7ee9-1e7c-f7e4-21d8353008b2
9253,bus simulation,1c364a95-3e1b-2785-c780-4bb0a703981b
7152,crow,f88eee19-ac06-7cd4-edda-bd56d52ceb1a
3257,violent,69c4a754-de40-7099-9c82-8ae0f1976659
25311,crowdfunding - indiegogo,52f1e304-6e91-f76a-6019-553478938330
39746,troll hack,4fd0785c-f99f-bc35-0df6-7c5859250f2b
6653,fire manipulation,9b00551e-ad62-b9ba-1b0c-4920557277c7
11281,tragic villain,12bbada5-eb07-0dc8-1cc3-81471ffda6c3
39745,danganronpa fangame,ae8235fc-4014-2518-0263-db9f161dba10
37861,steam deck,2839dd77-c726-8eea-4335-5dd009c85d1a
38215,rage room,5f5282b0-c148-e53f-6c76-94aef944c930
37858,wisps,54b8879e-7061-28bc-6694-c6c7fdc6e9a4
11680,phantom,6dd85a52-310c-15cf-6c45-9d1304a6d23c
38942,twitter,e5c625dc-ebb7-15f3-4a51-f63b280a6f2f
12681,music exportation,a9b8d140-cf61-56ed-19c3-1caf545470b8
40233,atarisoft,8207f160-f2a8-6fd7-7330-e26f5bbc057e
1699,dancing,71396ea5-e234-7599-07d2-87233c7a6486
41905,vehicle dlc,6e4a9254-6f18-143d-dcb9-ed453d9dc21a
923,futuristic,9b4c3ff2-ebe9-791b-c541-05f6a5b1aa03
11704,journey,64f49745-f583-4e20-494d-faddb195e80e
5941,weapons swap,f68aaa14-77ce-9596-e28d-7296b0e7756b
38943,research project,aad0bced-240c-04fd-69bc-a257319a112d
4963,abstract art style,acd09990-0093-566b-12cb-f8f613d7a4bb
955,london,a6e54597-c431-e66f-6cf3-a11fdc3ad76e
